City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,riosucio,5.4216,-75.7032,23.0,72,89,0.8,CO,1738698796
288,susuman,62.7833,148.1667,-45.93,98,56,0.46,RU,1738698797
289,la gi,10.6667,107.7833,21.43,80,7,3.54,VN,1738698798
290,rickmansworth,51.6393,-0.473,9.34,91,75,4.63,GB,1738698799
291,trevelin,-43.0858,-71.4639,21.89,35,8,3.12,AR,1738698801
292,sungai raya,0.7,108.9,23.96,94,99,3.21,ID,1738698802
293,djougou,9.7085,1.666,28.56,13,9,2.44,BJ,1738698804
294,boyolangu,-8.1181,111.8935,24.29,89,100,2.93,ID,1738698805
295,peace river,56.2501,-117.286,-31.83,75,0,2.06,CA,1738698806
296,kirakira,-10.4544,161.9205,27.7,77,99,4.63,SB,1738698807
297,waddan,29.1614,16.139,14.0,39,100,3.63,LY,1738698808
298,kaiapoi,-43.3783,172.6401,14.7,87,87,1.03,NZ,1738698810
299,madimba,-10.4,40.3333,26.39,84,100,6.35,TZ,1738698811
300,san mariano,7.5,126.0,21.34,95,100,1.02,PH,1738698812
301,santa maria,-29.6842,-53.8069,37.61,34,40,1.54,BR,1738698284
302,sabya,17.1495,42.6254,25.79,64,61,3.13,SA,1738698814
303,nova vicosa,-17.8919,-39.3719,28.0,68,0,5.53,BR,1738698815
304,vila velha,-20.3297,-40.2925,29.97,58,20,7.72,BR,1738698548
305,necochea,-38.5473,-58.7368,21.7,40,1,6.59,AR,1738698818
306,port alfred,-33.5906,26.891,22.88,95,56,1.34,ZA,1738698819
307,mugia,43.1041,-9.2179,12.73,84,100,2.31,ES,1738698820
308,urzhar,47.093,81.6294,-12.17,69,1,3.68,KZ,1738698821
309,mindelo,16.8901,-24.9804,21.75,56,20,13.38,CV,1738698822
310,satkania,22.0796,92.0572,13.66,61,13,1.9,BD,1738698824
311,ubari,26.5921,12.7805,15.61,36,91,3.33,LY,1738698825
312,utrik,11.2278,169.8474,26.5,81,100,9.71,MH,1738698826
313,esneux,50.536,5.5678,2.64,75,0,4.63,BE,1738698827
314,vernon,50.2581,-119.2691,-10.14,61,96,1.54,CA,1738698828
315,ta`u,-14.2336,-169.5144,28.16,69,16,3.26,AS,1738698830
316,chinde,26.8212,87.7095,15.16,64,5,2.74,NP,1738698831
317,banyuls de la marenda,42.4837,3.129,9.54,60,2,1.37,FR,1738698832
318,bogotol,56.2078,89.5342,-22.91,100,95,2.03,RU,1738698833
319,alofi,-19.0595,-169.9187,27.94,83,20,2.57,NU,1738698834
320,dunedin,-45.8742,170.5036,14.33,82,15,0.89,NZ,1738698835
321,minas de marcona,-15.2119,-75.1103,22.39,64,56,4.84,PE,1738698837
322,lamu,-2.2717,40.902,24.4,88,74,6.93,KE,1738698838
323,tolanaro,-25.0319,46.9987,26.04,78,75,6.17,MG,1738698839
324,kalevala,65.2,31.1667,-28.35,100,100,1.46,RU,1738698840
325,tromso,69.6496,18.957,-3.99,74,75,11.32,NO,1738698788
326,piracanjuba,-17.3028,-49.0167,23.67,86,100,0.56,BR,1738698565
327,acapulco de juarez,16.8634,-99.8901,28.9,70,0,3.6,MX,1738698844
328,petropavlovsk-kamchatsky,53.0452,158.6483,-8.67,73,20,2.0,RU,1738698845
329,thief river falls,48.1191,-96.1812,-17.04,66,75,3.6,US,1738698846
330,dakhla,23.6848,-15.958,17.01,77,0,11.32,EH,1738698847
331,ambodifotatra,-16.9833,49.85,27.17,74,100,2.74,MG,1738698849
332,new norfolk,-42.7826,147.0587,11.62,96,44,0.76,AU,1738698850
333,ilhabela,-23.7781,-45.3581,27.56,80,100,1.0,BR,1738698565
334,dudinka,69.4058,86.1778,-28.29,93,91,1.39,RU,1738698852
335,pemangkat,1.1667,108.9667,24.52,91,100,4.36,ID,1738698853
336,sur,22.5667,59.5289,19.45,57,0,1.54,OM,1738698856
337,tsetserleg,47.475,101.4542,-16.91,50,94,7.72,MN,1738698857
338,salinopolis,-0.6136,-47.3561,26.54,85,90,4.27,BR,1738698728
339,tura,25.5198,90.2201,14.82,67,100,1.19,IN,1738698599
340,tahlequah,35.9154,-94.97,10.12,76,100,1.54,US,1738698860
341,iskateley,67.6803,53.1512,-7.51,95,100,5.45,RU,1738698862
342,dawei,14.0833,98.2,21.77,91,1,1.33,MM,1738698863
343,uray,60.1247,64.7758,-5.31,97,99,1.35,RU,1738698864
344,bardai,11.65,7.2333,23.17,11,2,4.45,NG,1738698865
345,salinas,36.6777,-121.6555,18.29,71,40,11.83,US,1738698695
346,arendal,58.4615,8.7725,5.14,92,100,6.5,NO,1738698867
347,prineville,44.2999,-120.8345,-0.84,91,100,1.48,US,1738698869
348,sao joao da barra,-21.6403,-41.0511,30.05,86,2,8.64,BR,1738698874
349,huittinen,61.1833,22.7,-3.33,92,100,5.62,FI,1738698875
350,sarupathar,26.1984,93.8094,15.3,70,1,1.09,IN,1738698876
351,la libertad,-2.2333,-80.9,30.81,66,20,3.6,EC,1738698808
352,chui,-33.6971,-53.4616,29.78,62,62,5.86,UY,1738698878
353,porto-vecchio,41.591,9.2795,4.81,93,0,2.06,FR,1738698879
354,guerrero negro,27.9769,-114.0611,20.82,54,37,3.85,MX,1738698882
355,berezovyy,51.6667,135.7,-17.65,97,100,2.92,RU,1738698883
356,hancheng,32.5186,112.3522,4.6,55,5,1.51,CN,1738698884
357,lospalos,-8.5186,127.0025,22.85,91,100,0.29,TL,1738698885
358,grand falls-windsor,48.9332,-55.6649,-1.94,70,21,4.02,CA,1738698651
359,akureyri,65.6835,-18.0878,-1.04,74,75,6.69,IS,1738698890
360,usakos,-22.0,15.6,24.88,65,100,3.26,NA,1738698891
361,queenstown,-31.8976,26.8753,26.03,43,94,1.46,ZA,1738698893
362,dongola,19.1667,30.4833,23.4,16,0,6.09,SD,1738698894
363,san jose de las matas,19.3391,-70.9382,24.72,59,34,5.22,DO,1738698895
364,tahoua,14.8888,5.2692,26.94,12,0,4.22,NE,1738698896
365,east london,-33.0153,27.9116,25.47,89,69,2.17,ZA,1738698897
366,pinckneyville,38.0803,-89.382,8.19,54,95,4.6,US,1738698898
367,castillos,-34.1667,-53.8333,27.03,70,100,4.84,UY,1738698900
368,assab,13.0092,42.7394,23.84,68,4,12.31,ER,1738698901
369,tual,-5.6667,132.75,26.89,83,100,7.7,ID,1738698902
370,chapada dos guimaraes,-15.4606,-55.7497,25.83,70,89,2.41,BR,1738698903
371,callao,-12.0667,-77.15,25.16,69,0,5.14,PE,1738698827
372,xinyuan,37.3,99.0,-13.77,40,80,3.1,CN,1738698906
373,basco,20.4487,121.9702,19.25,76,100,14.31,PH,1738698908
374,lerwick,60.1545,-1.1494,6.61,78,100,6.52,GB,1738698909
375,praia,14.9215,-23.5087,21.3,64,75,7.72,CV,1738698871
376,jieshi,22.8134,115.8257,12.32,77,7,7.51,CN,1738698912
377,ajdabiya,30.7554,20.2263,14.91,58,34,4.16,LY,1738698913
378,hasaki,35.7333,140.8333,4.34,49,1,4.7,JP,1738698914
379,fort mcmurray,56.7268,-111.381,-22.23,64,100,7.2,CA,1738698915
380,kiruna,67.8557,20.2251,-14.49,78,100,11.32,SE,1738698916
381,tadine,-21.55,167.8833,25.28,84,82,4.22,NC,1738698918
382,kenai,60.5544,-151.2583,-14.97,92,0,2.57,US,1738698919
383,pahrump,36.2083,-115.9839,21.58,26,0,4.92,US,1738698920
384,taroa,8.7058,171.2275,26.68,85,96,11.04,MH,1738698921
385,pangody,65.85,74.4859,-19.91,99,91,3.68,RU,1738698922
386,alaghsas,17.0187,8.0168,24.66,12,3,5.34,NE,1738698924
387,tamanrasset,22.785,5.5228,16.95,15,0,1.54,DZ,1738698925
388,santa rosalia,27.3167,-112.2833,23.71,19,12,2.14,MX,1738698926
389,fisterra,42.9049,-9.2629,12.62,81,100,3.29,ES,1738698927
390,kone,-21.0595,164.8658,24.8,94,100,1.32,NC,1738698928
391,ete,7.05,7.45,27.47,17,35,0.45,NG,1738698929
392,porto novo,6.4965,2.6036,29.9,66,43,4.14,BJ,1738698931
393,levuka,50.1834,-105.4011,-22.16,93,100,4.07,CA,1738698932
394,kolonia town,6.964,158.206,27.22,83,100,3.09,FM,1738698934
395,torghay,49.6339,63.4981,-9.33,82,100,4.83,KZ,1738698937
396,granada,37.25,-3.25,4.61,76,3,0.47,ES,1738698938
397,ouesso,1.6136,16.0517,28.61,44,100,1.09,CG,1738698939
398,ondjiva,-17.0667,15.7333,20.19,83,100,3.47,AO,1738698940
399,swakopmund,-22.6833,14.5333,18.62,90,100,3.72,NA,1738698840
400,kuqa,41.7278,82.9364,-8.08,77,100,1.1,CN,1738698942
401,qui nhon,13.7667,109.2333,18.56,92,73,3.3,VN,1738698942
402,pagar alam,-4.0167,103.2667,19.52,96,100,1.66,ID,1738698945
403,sungai besar,3.6746,100.9867,23.44,93,100,2.19,MY,1738698946
404,mejit,10.2753,170.8646,26.44,85,100,10.47,MH,1738698947
405,brisas de zicatela,15.8369,-97.0419,29.29,57,4,3.59,MX,1738698948
406,sisimiut,66.9395,-53.6735,-19.77,95,100,2.16,GL,1738698917
407,songea,-10.6833,35.65,19.02,96,100,0.93,TZ,1738698951
408,buka,40.8108,69.1986,3.97,50,83,0.58,UZ,1738698952
409,khadan khak,30.7477,67.7085,0.8,58,0,2.87,PK,1738698953
410,feijo,-8.1642,-70.3536,24.25,91,100,1.52,BR,1738698954
411,sao joaquim,-28.2939,-49.9317,20.48,86,90,2.03,BR,1738698955
412,am timan,11.0297,20.2827,29.12,15,11,0.73,TD,1738698958
413,st. john's,47.5649,-52.7093,1.1,90,75,11.32,CA,1738698959
414,brainerd,46.358,-94.2008,-15.56,62,75,2.57,US,1738698842
415,adh dhibiyah,24.5014,45.9686,15.61,19,3,5.09,SA,1738698961
416,mansalay,12.5167,121.4,20.94,92,84,3.51,PH,1738698962
417,mount gambier,-37.8333,140.7667,13.35,64,26,4.96,AU,1738698964
418,sorong,-0.8833,131.25,26.61,82,100,1.92,ID,1738698965
419,chernyshevskiy,63.0128,112.4714,-35.95,91,55,3.77,RU,1738698966
420,hoi an,15.8794,108.335,17.98,90,100,2.09,VN,1738698967
421,maragogi,-9.0122,-35.2225,27.39,68,63,5.41,BR,1738698968
422,atar,20.5169,-13.0499,19.94,15,0,4.08,MR,1738698969
423,island harbour,50.724,-1.2758,9.4,91,100,1.34,GB,1738698971
424,astrakhan,46.3497,48.0408,-1.07,100,75,6.0,RU,1738698972
425,khabarovsk,48.4808,135.0928,-14.11,85,75,6.0,RU,1738698973
426,pauini,-7.7136,-66.9764,29.08,68,100,0.65,BR,1738698974
427,acara,-1.9608,-48.1967,25.29,90,98,0.71,BR,1738698975
428,kendari,-3.945,122.4989,24.01,93,100,0.97,ID,1738698976
429,palmer,42.1584,-72.3287,3.07,50,75,11.83,US,1738698978
430,puente alto,-33.6167,-70.5833,32.12,23,0,4.63,CL,1738698980
431,pangkalanbuun,-2.6833,111.6167,23.71,95,100,0.96,ID,1738698981
432,menongue,-14.6585,17.691,18.61,92,96,1.0,AO,1738698982
433,mwinilunga,-11.7358,24.4293,17.47,96,97,0.87,ZM,1738698983
434,grants,35.1473,-107.8514,21.13,8,0,6.17,US,1738698985
435,wellawaya,6.7318,81.1018,20.31,77,21,2.89,LK,1738698986
436,bhudgaon,16.9,74.6,21.35,38,85,1.08,IN,1738698987
437,tambura,5.6,27.4667,26.32,29,51,1.02,SS,1738698988
438,vidyayevo,69.3191,32.8049,-20.05,90,100,5.15,RU,1738698989
439,mokhsogollokh,61.4681,128.9203,-39.72,100,76,1.11,RU,1738698991
440,nanao,37.05,136.9667,-0.25,67,100,7.31,JP,1738698992
441,dunay,42.8803,132.3375,-13.64,75,100,15.56,RU,1738698942
442,rio grande,-32.035,-52.0986,27.93,75,4,6.69,BR,1738698864
443,harstad,68.799,16.5293,-3.25,85,100,8.49,NO,1738698995
444,yermentau,51.6214,73.1069,-12.96,98,89,3.97,KZ,1738698997
445,xique xique,-10.8217,-42.7311,32.38,39,1,1.02,BR,1738698998
446,gujar khan,33.2558,73.3026,7.06,56,0,0.97,PK,1738698999
447,sant'antioco,39.0664,8.4522,11.47,85,70,1.74,IT,1738699000
448,mabaruma,8.2,-59.7833,27.95,66,14,3.26,GY,1738699001
449,norrtalje,59.758,18.705,1.12,87,94,3.69,SE,1738699002
450,mariinskiy posad,56.115,47.718,-0.48,94,100,5.03,RU,1738699004
451,qinnan,33.2531,119.9133,-1.76,58,76,2.26,CN,1738699005
452,lugu,23.7464,120.7525,11.7,88,94,1.28,TW,1738699006
453,cacak,43.8914,20.3497,-2.22,70,6,1.02,RS,1738699007
454,la'ie,21.6477,-157.9253,23.98,68,28,1.79,US,1738699008
455,shubarkuduk,49.1447,56.4872,-8.07,79,100,5.13,KZ,1738699010
456,kiama,-34.6833,150.8667,22.54,89,11,4.03,AU,1738699011
457,palangkaraya,-2.2,113.8333,23.73,94,100,0.78,ID,1738699012
458,meadow lake,34.8014,-106.5436,18.24,23,100,4.66,US,1738699013
459,veraval,20.9,70.3667,17.45,68,4,6.3,IN,1738699014
460,bayanhongor,46.7167,100.1167,-34.03,85,21,1.23,MN,1738699015
461,usinsk,65.9939,57.5281,-8.71,95,100,5.88,RU,1738699016
462,ocean shores,46.9737,-124.1563,2.23,92,100,3.13,US,1738699018
463,juneau,58.3019,-134.4197,-3.1,86,0,0.0,US,1738698857
464,madalena,41.2162,-8.3345,10.86,75,45,1.21,PT,1738699020
465,rabaul,-4.1967,152.1721,28.1,73,77,3.46,PG,1738699021
466,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1738699022
467,vilhena,-12.7406,-60.1458,24.12,94,75,6.69,BR,1738699024
468,ambon,-3.6954,128.1814,28.46,100,100,3.33,ID,1738699025
469,edgewater,28.9889,-80.9023,27.05,80,74,0.45,US,1738699026
470,luena,-11.7833,19.9167,18.21,98,100,1.73,AO,1738699027
471,praya,14.9215,-23.5087,21.3,64,75,7.72,CV,1738699028
472,huayin,34.5675,110.0921,0.35,50,6,3.15,CN,1738699029
473,port isabel,26.0734,-97.2086,24.02,85,40,5.14,US,1738699031
474,tofol,5.3248,163.0078,27.48,82,100,11.77,FM,1738699032
475,nicoya,10.1483,-85.452,33.96,37,3,5.07,CR,1738698741
476,kyren,51.6828,102.1408,-12.84,79,100,2.01,RU,1738699034
477,shiqian,27.5225,108.2281,7.04,71,100,1.01,CN,1738699035
478,minzhu,43.7286,127.3447,-23.17,98,98,1.16,CN,1738699036
479,east grand forks,47.93,-97.0245,-15.51,68,75,0.89,US,1738698900
480,ola,59.5833,151.2833,-28.16,87,13,3.27,RU,1738699039
481,gaiman,-43.2897,-65.4929,22.11,14,0,0.94,AR,1738699040
482,byron bay,-28.65,153.6167,22.95,82,100,1.44,AU,1738699041
483,qujing,25.4833,103.7833,1.56,96,37,1.43,CN,1738699042
484,coquimbo,-29.9533,-71.3436,20.85,64,20,6.69,CL,1738698929
485,bol'shoye boldino,55.0059,45.3142,-1.89,96,100,6.0,RU,1738699045
486,mossel bay,-34.1831,22.146,21.4,75,7,2.67,ZA,1738699046
487,santander,43.4647,-3.8044,8.62,81,0,2.57,ES,1738699016
488,tlacotalpan,18.6167,-95.6667,27.02,70,0,3.47,MX,1738699048
489,yinchuan,38.4681,106.2731,-10.29,58,0,2.14,CN,1738699049
490,yuzhno-kurilsk,44.0306,145.8556,-3.13,85,35,6.58,RU,1738699051
491,safotu,-13.4513,-172.4018,28.04,75,35,2.93,WS,1738699052
492,tsiombe,-25.3,45.4833,24.63,72,100,7.06,MG,1738699053
493,madhogarh,26.276,79.1869,16.71,68,1,1.26,IN,1738699054
494,nezhinka,51.7676,55.3694,-8.91,79,0,3.0,RU,1738699055
495,upington,-28.4478,21.2561,27.79,45,100,6.41,ZA,1738699059
496,jaru,-10.4389,-62.4664,28.74,81,100,2.02,BR,1738698998
497,lagoa,39.05,-27.9833,13.8,88,100,8.43,PT,1738699064
498,san antonio de pale,-1.4014,5.6325,27.07,82,35,3.63,GQ,1738699065
499,lazaro cardenas,17.9583,-102.2,28.85,58,0,4.39,MX,1738698821
500,xuddur,4.1213,43.8894,25.44,43,67,5.12,SO,1738699067
501,mukalla,14.5425,49.1242,20.08,52,0,1.79,YE,1738699068
502,cidreira,-30.1811,-50.2056,27.29,80,0,4.91,BR,1738699070
503,el granada,37.5027,-122.4694,15.1,94,75,13.89,US,1738699071
504,lautoka,-17.6167,177.4667,23.92,94,75,0.0,FJ,1738699072
505,belokurikha,51.9959,84.9896,-13.61,91,5,2.17,RU,1738699073
506,fale old settlement,-9.3852,-171.2468,28.6,68,32,6.39,TK,1738699074
507,inverloch,-38.6333,145.7167,14.65,74,49,1.64,AU,1738699076
508,tuy hoa,13.0833,109.3,18.71,95,77,1.54,VN,1738699077
509,qaisumah,28.3112,46.1273,14.98,25,0,4.12,SA,1738699078
510,kissidougou,9.1848,-10.0999,26.37,21,73,2.19,GN,1738699079
511,la oliva,28.6105,-13.9291,16.66,55,75,9.26,ES,1738699081
512,illela,13.7292,5.2975,26.65,10,0,4.06,NG,1738699082
513,karwar,14.8,74.1333,23.65,70,71,2.51,IN,1738699083
514,talara,-4.5772,-81.2719,32.42,40,0,5.66,PE,1738699084
515,bonyhad,46.2992,18.5302,1.08,69,5,0.64,HU,1738699085
516,milton,34.1322,-84.3007,24.61,53,4,3.76,US,1738698861
517,launceston,-41.45,147.1667,11.8,71,100,6.69,AU,1738699088
518,kapuskasing,49.4169,-82.4331,-16.95,66,100,5.14,CA,1738699081
519,ust-tsilma,65.441,52.1498,-7.72,95,100,3.54,RU,1738699090
520,urangan,-25.3,152.9,24.96,82,99,5.1,AU,1738699092
521,likasi,-10.9814,26.7333,16.75,98,95,0.24,CD,1738699093
522,ban nam yuen,9.8769,98.8659,20.81,100,10,0.13,TH,1738699095
523,qulsary,46.9531,54.0198,-5.03,83,57,5.51,KZ,1738699096
524,salekhard,66.53,66.6019,-28.12,100,90,1.59,RU,1738698883
525,pachino,36.7186,15.0907,12.38,79,0,2.37,IT,1738699098
526,bikenibeu village,1.3673,173.1241,26.98,83,75,6.69,KI,1738699099
527,amos,48.5669,-78.1162,-16.09,88,100,4.65,CA,1738699101
528,ubinskoye,55.3068,79.6802,-4.26,97,100,3.03,RU,1738699102
529,malmesbury,-33.4608,18.7271,16.45,89,4,2.43,ZA,1738699103
530,santana,-0.0583,-51.1817,31.1,66,20,2.57,BR,1738699104
531,arraias,-12.9288,-46.9437,26.35,70,100,1.51,BR,1738699105
532,carbonear,47.7332,-53.2148,0.75,87,99,9.79,CA,1738699107
533,tazovsky,67.4667,78.7,-28.64,100,100,1.68,RU,1738699109
534,prien,30.1819,-93.2738,23.9,85,75,2.57,US,1738699110
535,miragoane,18.4423,-73.0876,26.19,71,4,2.62,HT,1738699111
536,smithers,54.7804,-127.1743,-21.82,77,0,1.03,CA,1738699112
537,flin flon,54.7682,-101.865,-22.09,71,0,5.66,CA,1738699113
538,aioun,16.6614,-9.6149,21.52,10,92,4.7,MR,1738699115
539,portland,45.5234,-122.6762,5.45,81,75,3.09,US,1738698758
540,smolensk,55.0,33.0,-3.76,79,82,2.32,RU,1738699117
541,igarka,67.4667,86.5833,-21.17,85,97,4.69,RU,1738699118
542,birobidzhan,48.8,132.95,-15.63,96,100,2.24,RU,1738699119
543,tindouf,27.6711,-8.1474,19.25,19,0,2.06,DZ,1738699120
544,loukhi,66.0764,33.0381,-25.77,100,100,1.59,RU,1738699122
545,imst,47.2684,10.6698,-12.56,65,1,2.55,AT,1738699123
546,bulancak,40.9372,38.2291,4.43,85,100,1.92,TR,1738699124
547,sos'va,59.1766,61.8558,-15.55,98,100,1.59,RU,1738699125
548,kapa'a,22.0752,-159.319,22.18,76,20,4.63,US,1738699126
549,al quwayrah,29.8004,35.3116,8.84,54,92,1.48,JO,1738699127
550,bairnsdale,-37.8333,147.6167,16.7,92,99,1.65,AU,1738699129
551,polavaram,17.2467,81.6439,21.16,64,56,0.75,IN,1738699130
552,kudat,6.8837,116.8477,25.16,100,100,0.0,MY,1738699131
553,shahrud,36.4182,54.9763,1.74,44,0,0.73,IR,1738699132
554,puerto san jose,13.9256,-90.8244,31.03,55,0,5.14,GT,1738699133
555,kiri buru,22.0833,85.35,19.4,48,71,0.23,IN,1738699134
556,el calafate,-50.3408,-72.2768,12.78,44,81,5.77,AR,1738698876
557,bosaso,11.2842,49.1816,21.84,67,7,3.12,SO,1738699137
558,kilindoni,-7.9139,39.6668,27.15,78,100,7.76,TZ,1738699138
559,pontes e lacerda,-15.2261,-59.3353,29.35,66,100,1.41,BR,1738699101
560,kharp,66.8014,65.8081,-23.61,99,71,1.21,RU,1738699140
561,chibougamau,49.9168,-74.3659,-18.21,65,100,5.14,CA,1738699141
562,channapatna,12.65,77.2167,19.05,50,72,2.54,IN,1738699142
563,fernley,39.608,-119.2518,12.32,46,21,7.47,US,1738699144
564,dashiqiao,40.6373,122.5025,-17.88,85,37,0.35,CN,1738699145
565,praia da vitoria,38.7333,-27.0667,14.14,94,75,7.16,PT,1738699146
566,gelemso,8.8167,40.5167,15.96,30,7,1.32,ET,1738699147
567,mil'kovo,55.6078,37.7956,0.19,63,86,2.93,RU,1738699148
568,north bend,43.4065,-124.2243,6.26,81,20,1.54,US,1738699150
569,howard springs,-12.497,131.047,24.95,90,100,5.23,AU,1738699151
570,opuwo,-18.0607,13.84,19.93,91,98,4.46,NA,1738699152
571,crane,31.3974,-102.3501,26.21,35,12,8.5,US,1738699153
572,bridgewater,44.3835,-64.5155,-0.18,68,60,6.17,CA,1738698999
573,jayapura,-2.5333,140.7,23.66,94,100,1.76,ID,1738699155
574,upper grand lagoon,30.1633,-85.7408,23.01,71,40,2.68,US,1738699157
575,sirte,31.2089,16.5887,14.85,60,9,2.12,LY,1738699158
